esfera;modalide;autorida;tipo_instrumento_juridico;numero_emenda;ano_emenda;codigo_siafi;codigo_sigcon_entrada;valor_indicado;valor_repassado;formula;objeto;funcao_governo;orgao_executor
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000792;2021;9287341;1437/2021;5664000,0;5664000,0;5664000,0;recursos destinados ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ANTÔNIO ANASTASIA;Transferência Especial;38100001;2021;9290319;TE - 202138100001 - SECULT;2000000,0;2000000,0;2000000,0;Transferência Especial para Revitalização e reforma da Biblioteca Pública Estadual de Belo Horizonte;CULTURA;SECRETARIA DE ESTADO DE CULTURA E TURISMO
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940009;2021;9290349;TE - 202129940009 - EMATER;2000000,0;2000000,0;2000000,0;Transferência Especial para aquisição de equipamentos e máquinas para estruturação de armazém para rebeneficiamento de café no Município de Manhuaçu/MG, através da EMATER/MG.;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940004;2021;9290581;TE - 202129940004 - CBMMG;300000,0;300000,0;300000,0;Transferência Especial para aquisição de equipamentos de bombeiros e aquisição de equipamentos de informática.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940003;2021;9290582;TE - 202129940003 - CBMMG;1000000,0;1000000,0;1000000,0;Transferência Especial para aquisição de equipamentos de bombeiros e informática;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;STEFANO AGUIAR;Transferência Especial;29240001;2021;9290583;TE - 202129240001 - CBMMG;1180000,0;1180000,0;1180000,0;Transferência Especial para aquisição de viaturas Auto Bomba Tanque Salvamento para o 2° Pelotão da 2° CIA do 4° Batalhão de Bombeiros Militar do 3° Comando Operacional do Corpo de Bombeiros de Muriaé;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000792;2021;9291968;1530/2021;150000,0;150000,0;150000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos  referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MISAEL VARELLA;Transferência Especial;37310016;2021;9292026;TE - 202137310016 - PCMG;600000,0;600000,0;600000,0;Transferência Especial para Reforma e implantação da Delegacia de Atendimento à Mulher em Muriaé/MG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000007;2021;9292027;TE - 202141000007 - PCMG;250000,0;250000,0;250000,0;Reforma da nova unidade do plantão de atendimento da Delegacia de Polícia Civil de Patrocínio.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RODRIGO DE CASTRO;Transferência Especial;24880005;2021;9292804;TE - 202124880005 - PCMG;300000,0;300000,0;300000,0;	Transferência Especial para aquisição de viaturas (uma caracterizada e uma descaracterizada), computadores, aeronave remotamente pilotada (RPA - drone), impressoras multifuncionais, switch, Plotter, computadores e notebooks para a 5ª Delegacia Regional de Polícia Civil de Viçosa/MG.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NEWTON CARDOSO JR;Transferência Especial;37340009;2021;9292805;TE - 202137340009 - PCMG;200000,0;200000,0;200000,0;Transferência Especial para aquisição de veículos, armamento e equipamentos de informática para à Polícia Civil no município de Pitangui –MG;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000007;2021;9292879;TE - 202141000007 - PMMG;360000,0;360000,0;360000,0;"Fortalecimento da Polícia Militar de Minas Gerais por meio de aquisição de motocicletas para os seguintes Municípios: 42º BPM- Curvelo/MG; 13ª Cia Ind - Brasília De Minas/MG; 15º BPM - Carmo Do Paranaíba/MG; 31º BPM - Congonhas/MG; 7º BPM - Lagoa Da Prata/MG; 46º BPM - Patrocínio/MG; 31º BPM - Ouro Branco/MG; 28º BPM - Unaí/MG. ";SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240001;2021;9292882;TE - 202139240001 - SEJUSP;100000,0;100000,0;100000,0;Transferência Especial para aquisição de munição para treinamentos;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000003;2021;9292960;TE - 202141000003 - CBMMG;900000,0;900000,0;900000,0;Transferência Especial para aquisição de uma viatura Caminhão ABTS (Auto Bomba Tanque Salvamento), a ser alocada no Pelotão BBM de Patrocínio – MG;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240001;2021;9293680;TE - 202139240001 - PCMG;100000,0;100000,0;100000,0;Transferência Especial para aquisição de uma viatura e Estruturação da PC.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LÉO MOTTA;Transferência Especial;41560009;2021;9293681;TE - 202141560009 - PCMG;1000000,0;1000000,0;1000000,0;Transferência Especial para aplicados na Patrulha Metropolitana Unificada de Apoio (PUMA) e n  na 4ª Delegacia Regional da Policia Civil de Taiobeiras (armamento, equipamentos e mobiliário).;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140019;2021;9294166;1972/2021;1935805,0;1935805,0;1935805,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140019;2021;9294169;1848/2021;692033,0;692033,0;692033,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140019;2021;9294170;1676/2021;5508354,0;5508354,0;5508354,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140019;2021;9294171;1675/2021;4510099,0;4510099,0;4510099,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ALÊ SILVA;Transferência Especial;39040009;2021;9299436;TE - 202139040009 - SEJUSP;300000,0;300000,0;300000,0;Compra de equipamentos para a reestruturação do canil da Penitenciária de Ipaba I e Canis da 12ª RISP;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda Individual;AELTON FREITAS;Portaria;20180002;2021;9300477;1628/2021;200000,0;1200000,0;1200000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;RODRIGO DE CASTRO;Portaria;24880001;2021;9300477;1628/2021;1000000,0;1200000,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;SUBTENENTE GONZAGA;Transferência Especial;29940004;2021;9301225;TE - 202129940004 - PMMG;3739992,0;3739992,0;3739992,0;Transferência Especial para aquisição de equipamentos de informática, construção de estande de tiros, reformas de unidades, armamento e equipamentos hospitalares para a PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;TIAGO MITRAUD;Convênio;41330004;2021;9301342;916803/2021;748469,37;743524,45;743524,45;Este projeto visa a identificação de autoria de crimes através de ferramentas tecnológicas papilosópicas e de imagem, trazendo uma melhoria da qualidade do serviço prestado à sociedade, fornecendo uma resposta mais célere e técnica/cientificamente mais robusta, relativa aos vestígios;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760008;2021;9301344;916805/2021;477358,01;924647,1900000002;924647,1900000002;Estruturar diversas unidades da PCMG, mediante modernização e renovação da frota de veículos materiais bélicos, mobiliários e equipamentos de informatica, visando as atividades de repressão à criminalidade;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GILBERTO ABRAMO;Convênio;39990002;2021;9301344;916805/2021;199619,25;924647,1900000002;0,0;Estruturar diversas unidades da PCMG, mediante modernização e renovação da frota de veículos materiais bélicos, mobiliários e equipamentos de informatica, visando as atividades de repressão à criminalidade;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LINCOLN PORTELA;Convênio;35950009;2021;9301344;916805/2021;98957,33;924647,1900000002;0,0;Estruturar diversas unidades da PCMG, mediante modernização e renovação da frota de veículos materiais bélicos, mobiliários e equipamentos de informatica, visando as atividades de repressão à criminalidade;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Convênio;41570005;2021;9301344;916805/2021;149166,12;924647,1900000002;0,0;Estruturar diversas unidades da PCMG, mediante modernização e renovação da frota de veículos materiais bélicos, mobiliários e equipamentos de informatica, visando as atividades de repressão à criminalidade;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Transferência Especial;39600001;2021;9301346;TE - 202139600001 - PMMG;120000,0;120000,0;120000,0;Transferência Especial para aquisição de veículo e armamento para a PMMG de de Dom Viçoso/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000792;2021;9301354;2546/2021;104000,0;104000,0;104000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes  ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ANTÔNIO ANASTASIA;Portaria;38100008;2021;9301355;1463/2021;650000,0;30992560,0;30992560,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ÁUREA CAROLINA;Portaria;39160002;2021;9301355;1463/2021;550000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;BILAC PINTO;Portaria;22150010;2021;9301355;1463/2021;140000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;CARLOS VIANA;Portaria;40870002;2021;9301355;1463/2021;200000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;DIMAS FABIANO;Portaria;27550009;2021;9301355;1463/2021;300000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600003;2021;9301355;1463/2021;1100000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600004;2021;9301355;1463/2021;200000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EDUARDO BARBOSA;Portaria;31860002;2021;9301355;1463/2021;1191060,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760006;2021;9301355;1463/2021;4100000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;FÁBIO RAMALHO;Portaria;23680001;2021;9301355;1463/2021;900000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000006;2021;9301355;1463/2021;150000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MÁRIO HERINGER;Portaria;14050009;2021;9301355;1463/2021;500000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MAURO LOPES;Portaria;32970010;2021;9301355;1463/2021;250000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MISAEL VARELLA;Portaria;37310001;2021;9301355;1463/2021;10000000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MISAEL VARELLA;Portaria;37310017;2021;9301355;1463/2021;200000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;MISAEL VARELLA;Portaria;37310018;2021;9301355;1463/2021;100000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;PATRUS ANANIAS;Portaria;14080009;2021;9301355;1463/2021;550000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;STEFANO AGUIAR;Portaria;29240008;2021;9301355;1463/2021;10000000,0;30992560,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;LUIS TIBÉ;Portaria;27620005;2021;9301356;1504/2021;400000,0;400000,0;400000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ÁUREA CAROLINA;Transferência Especial;39160020;2021;9301361;TE - 202139160020 - SEDESE;650000,0;650000,0;650000,0;Transferência Especial para custeio de Projeto de solução territorial para mais de 90 mil famílias da etnia Maxakali, dissidentes da Aldeia Verde localizada no município de Ladainha - MG;ASSISTENCIA SOCIAL;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda Individual;LÉO MOTTA;Transferência Especial;41560009;2021;9301362;TE - 202141560009 - PMMG;340000,0;340000,0;340000,0;Transferência Especial para aquisição de viaturas e armamento para a PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240001;2021;9301363;TE - 202139240001 - PMMG;1970000,0;1970000,0;1970000,0;Transferência Especial para Estruturação de Unidades da PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PINHEIRINHO;Transferência Especial;40570006;2021;9311551;TE - 202140570006 - PMMG;250000,0;250000,0;250000,0;Transferência Especial para aquisição armamento, equipamentos de TI e equipamentos permanentes para 48º batalhão da PM em Ibirité/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;FÁBIO RAMALHO;Transferência Especial;23680004;2021;9313014;TE - 202123680004 - PMMG;200000,0;200000,0;200000,0;Transferência Especial destinada para apoio das Instituições de Segurança Pública;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NEWTON CARDOSO JR;Transferência Especial;37340008;2021;9313015;TE - 202137340008 - PMMG;300000,0;300000,0;300000,0;Transferência Especial destinada à  aquisição de veículos e armamento para a Polícia Militar no município de Pitangui – MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PAULO ABI-ACKEL;Transferência Especial;24870004;2021;9313016;TE - 202124870004 - PMMG;210000,0;210000,0;210000,0;Transferência Especial para aquisição de uma viatura para atendimento à Companhia Ambiental do Alto Caparaó/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ANTÔNIO ANASTASIA;Transferência Especial;38100001;2021;9313017;TE - 202138100001 - PMMG;400000,0;400000,0;400000,0;Transferência Especial para aquisição de viatura 4x4 para Unidade da Cia de Meio Ambiente de Juiz de Fora.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;PATRUS ANANIAS;Convênio;14080004;2021;9313095;915338/2021;199999,0;0,0;0,0;Elaboração de 3 relatórios antropológicos,  em conformidade com o art. 10 da Instrução Normativa INCRA nº 57/2009,  nas comunidades quilombolas de Macaúbas/Palmito e Macaúbas/Bela Vista, Mucambo/Sítio, Borá, localizadas em Bocaiúva-MG.;EDUCACAO;UNIVERSIDADE ESTADUAL DE MONTES CLAROS
FEDERAL;Emenda Individual;ALÊ SILVA;Transferência Especial;39040009;2021;9314583;TE - 202139040009 - PMMG;1700000,0;1700000,0;1700000,0;Transferência Especial para aparelhamento da PMMG, com aquisições de equipamentos e melhoria da estrutura física da PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LINCOLN PORTELA;Convênio;35950009;2021;9315157;918013/2021 ;250000,0;236048,65;236048,65;Fortalecer a Unidade do Corpo de Bombeiros Militar de Minas Gerais no município de Sete Lagoas por meio da aquisição de Desencarcerador e Equipamentos de Proteção Respiratória.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140001;2021;9315170;918015/2021 ;10000000,0;9982350,86;9982350,86;Fortalecer o Corpo de Bombeiros Militar de Minas Gerais por meio da aquisição de Desencarceradores e Equipamentos de Proteção Respiratória.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590003;2021;9315267;TE - 202127590003 - PMMG;2000000,0;2000000,0;2000000,0;Transferência Especial para desenvolvimento de Políticas de Segurança Pública, Prevenção, e Enfrentamento à Criminalidade;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;AÉCIO NEVES;Transferência Especial;13490007;2021;9315341;TE - 202113490007 - PMMG;300000,0;300000,0;300000,0;Aquisição de viaturas básicas e aquisição de pistolas de emissão de impulso elétrico para a Polícia Militar de Minas Gerais.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;GILBERTO ABRAMO;Convênio;39990002;2021;9315350;916854/2021;196478,24;1929218,6400000001;1929218,6400000001;Fortalecer a atuação da Polícia Militar no policiamento por meio da aquisição de viaturas, pistolas de emissão de impulso elétrico e rádios móveis.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Convênio;41570005;2021;9315350;916854/2021;1747206,34;1929218,6400000001;0,0;Fortalecer a atuação da Polícia Militar no policiamento por meio da aquisição de viaturas, pistolas de emissão de impulso elétrico e rádios móveis.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LUIS TIBÉ;Convênio;27620002;2021;9315350;916854/2021;209770,23;1929218,6400000001;0,0;Fortalecer a atuação da Polícia Militar no policiamento por meio da aquisição de viaturas, pistolas de emissão de impulso elétrico e rádios móveis.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140019;2021;9315592;2679/2021;10000000,0;10000000,0;10000000,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda Individual;ANTÔNIO ANASTASIA;Transferência Especial;38100001;2021;9317024;TE - 202138100001 - SEE;300000,0;300000,0;300000,0;Transferência Especial para Obras de ampliação e revitalização da Escola Estadual José Pereira Cançado em Caeté/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;RODRIGO DE CASTRO;Transferência Especial;24880002;2021;9317028;TE - 202124880002 - SEE;400000,0;400000,0;400000,0;Transferência Especial para custeio de reforma e aquisição de mobiliários para Escolas Estaduais de Minas Gerais.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240001;2021;9317299;TE - 202139240001 - SEE;200000,0;200000,0;200000,0;Transferência Especial para custeio de reformas de escolas estaduais de Minas Gerais.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590010;2021;9317306;TE - 202127590010 - IEPHA;200000,0;200000,0;200000,0;Execução de projeto de restauração por meio do IEPHA, de interesse da Associação Pro Obras Sociais da Paróquia - Igreja da Boa Viagem, inscrita sob CNPJ: 11.177.911/0001-05, Rua Sergipe, 186 Centro – Belo Horizonte.;CULTURA;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO DE MINAS GERAIS
FEDERAL;Emenda Individual;ZÉ VITOR;Transferência Especial;40770006;2021;9317307;TE - 202140770006 - PMMG;750000,0;750000,0;750000,0;Aquisição de veículos para a Polícia Militar do Estado de Minas Gerais (PMMG).;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RODRIGO PACHECO;Transferência Especial;41400007;2021;9317308;TE - 202141400007 - PMMG;1000000,0;1000000,0;1000000,0;Transferência Especial para aquisição de viaturas e armamento para a PMMG;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140001;2021;9317482;918782/2021;21998833,92;21912263,519999996;21912263,519999996;Modernização e aparelhamento das estruturas logísticas e tecnológicas das delegacias da Polícia Civil por meio da aquisição de viaturas, mobiliários e equipamentos de informática.;SEGURANCA PUBLICA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CABO JUNIO AMARAL;Transferência Especial;39240001;2021;9317493;TE - 202139240001 - SEDESE;100000,0;100000,0;100000,0;Transferência Especial para Ações de Assistência Social para o Município de Ibirité / MG, e aquisição de kits esportivos;ASSISTENCIA SOCIAL;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda Individual;LUIS TIBÉ;Transferência Especial;27620008;2021;9317586;TE - 202127620008 - PMMG;100000,0;100000,0;100000,0;Transferência Especial para aquisição de Fuzis para o Batalhão de operações Especiais - Bope;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Relator;RELATOR GERAL;Portaria;81000611;2021;9317675;2889/2021;9092208,0;9092208,0;9092208,0;Habilita o Estado, Município ou Distrito Federal a receber recursos referentes ao incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde;SAUDE;FUNDO ESTADUAL DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140001;2021;9318436;920478/2021;41025383,0;40753513,44;40753513,44;O objetivo da presente proposta é ampliar a eficiência, eficácia e efetividade do Sistema de Segurança, por meio da execução do policiamento ostensivo, com foco na redução da criminalidade, a partir da estruturação das polícias militares cumprindo, portanto, o previsto na descrição da Ação 21 BM.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;LUCAS GONZALEZ;Convênio;41570005;2021;9318699;920476/2021;552793,66;546340,94;546340,94;Fortalecer a atuação da Policia Militar no policiamento de meio ambiente através da aquisição de viaturas, pistolas de emissão de impulso elétrico e rádios móveis.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
