esfera;modalide;autorida;tipo_instrumento_juridico;numero_emenda;ano_emenda;codigo_siafi;codigo_sigcon_entrada;valor_indicado;valor_repassado;formula;objeto;funcao_governo;orgao_executor
FEDERAL;Emenda Individual;NEWTON CARDOSO JR;Transferência Especial;37340001;2024;9445733;TE - 202437340001 - PMMG;400000,0;400000,0;400000,0;Aquisição de viaturas para a PMMG nos municípios de Dores do Indaiá/MG e Padre Carvalho/MG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DR. FREDERICO;Transferência Especial;39600002;2024;9445734;TE - 202439600002 - SEE;200000,0;200000,0;200000,0;Aquisição de equipamentos e/ou materiais permanentes para as escolas: Escola Estadual da Bela Vista, Escola Estadual Coronel Joaquim Ribeiro, Escola Estadual de Nazaré de Minas (Nepomuceno/MG).;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;ROSÂNGELA REIS;Transferência Especial;71140003;2024;9445735;TE - 202471140003 - SEE;400000,0;400000,0;400000,0;Execução de Projeto de Climatização , Compra de Equipamento e a Instalação na Escola Estadual Geraldo Gomes Ribeiro em Ipatinga/MG e Execução de Projeto de Climatização , Compra de Equipamento e a Instalação na Escola Estadual Odilon Behrens em São Sebastião do Rio Preto/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;ZÉ SILVA;Transferência Especial;27690003;2024;9445736;TE - 202427690003 - SEE;100000,0;100000,0;100000,0;Custeio Aquisição de Ar Condicionado, para a E.E. Dr. Fernando Alexandre, município de Ituitaba/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;PAULO ABI-ACKEL;Transferência Especial;24870006;2024;9445737;TE - 202424870006 - SEE;200000,0;200000,0;200000,0;Aquisição de aparelhos de ar condicionado para a a Escola Estadual Alberto Azevedo - Caixa Escolar Zelinda Ribeiro Chagas, município de Inhapim/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760007;2024;9445738;TE - 202439760007 - CBMMG;150000,0;150000,0;150000,0;Aquisição de equipamentos para 6º COB Região Sul.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;FRED COSTA;Transferência Especial;39910009;2024;9445739;TE - 202439910009 - CBMMG;150000,0;150000,0;150000,0;Aquisição de equipamentos de resgate de animais em situação de desastres/vulnerabilidade.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CLEITINHO AZEVEDO;Transferência Especial;42670011;2024;9445748;TE - 202442670011 - SEE;300000,0;300000,0;300000,0;Melhorias na quadra da Escola Estadual São Francisco de Assis em Divinópolis / MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCAÇÃO
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000001;2024;9445996;TE - 202441000001 - PMMG;901585,0;901585,0;901585,0;Aquisição de câmeras de videomonitoramento e melhorias no sistema Olho Vivo de segurança na Central de Monitoração da cidade de UNAÍ, aquisição de motocicletas para PMMG.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;AÉCIO NEVES;Transferência Especial;13490007;2024;9447104;TE - 202413490007 - SEDE;110000,0;110000,0;110000,0;Locação de estande para participação de artesãos e/ou representantes de entidades de artesanato de Minas Gerais, selecionados por meio de Edital de Chamamento Público, na 35º Feira Nacional de Artesanato, promovida pelo Instituto Centro Cape que será realizada entre os dias 4 a 8 de dezembro de 2024, no Expominas em Belo Horizonte/MG.;COMERCIO E SERVICOS;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140004;2024;9447323;958219/2024;2320148,62;0,0;0,0;Aquisição de Máquinas e Equipamentos;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390017;2024;9447476;TE - 202444390017 - IDENE;760000,0;760000,0;760000,0;Perfuração de poços artesianos em municípios do Norte do estado, através do Instituto de Desenvolvimento do Norte e Nordeste de Minas Gerais - IDENE.;ASSISTENCIA SOCIAL;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000005;2024;9447498;TE - 202441000005 - SEINFRA;500000,0;700000,0;700000,0;Custeio da elaboração do projeto de engenharia da Rodovia LMG 730, que liga o Distrito de Pântano ao entroncamento com a Rodovia MG 188, no município de Coromandel/MG.;TRANSPORTE;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE
FEDERAL;Emenda Individual;GREYCE ELIAS;Transferência Especial;41000001;2024;9447498;TE - 202441000005 - SEINFRA;200000,0;700000,0;0,0;Custeio da elaboração do projeto de engenharia da Rodovia LMG 730, que liga o Distrito de Pântano ao entroncamento com a Rodovia MG 188, no município de Coromandel/MG.;TRANSPORTE;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE
FEDERAL;Emenda Individual;ROGÉRIO CORREIA;Transferência Especial;40640006;2024;9447499;TE - 202440640006 - EMATER/SEAPA;100000,0;100000,0;100000,0;Aquisição de Sementes de Feijão;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Transferência Especial;39760007;2024;9447502;TE - 202439760007 - EMATER/SEAPA;900000,0;900000,0;900000,0;1) Desenvolvimento do “Programa Nosso Mel”, que tem por principal finalidade aquisição de equipamentos para apicultura. 2) Desenvolvimento do “Programa Mais Genética”, que tem por principal finalidade atender os pequenos produtores rurais do Sul e Sudoeste de Minas.;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140003;2024;9447747;971699/2024;4387631,85;3229252,6;3229252,6;Modernizar o Corpo de Bombeiros Militar de Minas Gerais por meio da aquisição de câmeras térmicas e ventiladores de pressão positiva, para melhorar a atuação em prevenção e combate a sinistros, conforme detalhado no Plano de Trabalho.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140003;2024;9447803;971727/2024;8917010,79;8845704,19;8845704,19;Fortalecer a Policia Militar de Minas Gerais, por meio da aquisição de viaturas.;SEGURANCA PUBLICA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140003;2024;9451351;971698/2024;1935399,58;941460,88;941460,88;Modernizar as Unidades Integradas de Segurança Pública da SEJUSP, por meio da aquisição de equipamentos de audiovisual e informática e, Modernização da Secretaria de Estado de Justiça e Segurança Pública de Minas Gerais, por meio da aquisição de Viaturas visando a potencialização da qualidade e rapidez dos atendimentos à população mineira.;SEGURANCA PUBLICA;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Convênio;71140005;2024;9451356;964894/2024;485895,0;0,0;0,0;Aquisição de equipamento e material de consumo para fomento a pesquisa, capacitação e extensão para o cultivo de peixes e operação de consórcios.;AGRICULTURA;EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS
FEDERAL;Emenda Individual;MARCELO ALVARO ANTONIO;Portaria;71140001;2024;9452501;3.666/2024;914737,0;0,0;0,0;incremento temporário ao custeio dos serviços de Atenção Especializada à Saúde.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;LINCOLN PORTELA;Portaria;35950004;2024;9453527;1044/2024;1000000,0;1000000,0;1000000,0;Estruturação da Rede de Serviços do SUAS.;ASSISTENCIA SOCIAL;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9454472;5929512;100000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9454473;5929552;200000,0;0,0;0,0;Solicitado pela SES através do processo SEI 1320.01.0033295/2025-17, o cadastro de SIAFI de Entrada para a PORTARIA GM/MS Nº 3.673, DE 29 DE ABRIL DE 2024, Proposta nº 36000.5929552/02-400, no valor de R$ 200.000,00 (duzentos mil reais).;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9454474;5929552;770000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9454475;6012662;192218,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9456282;6006022;630821,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600011;2024;9456607;5887572;300000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;DOMINGOS SÁVIO;Portaria;27560002;2024;9456608;5887232;300000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600011;2024;9456609;5887722;139979,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000002;2024;9456610;5888682;100000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;MARCELO ALVARO ANTONIO;Portaria;37130001;2024;9456613;6038792;100000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600011;2024;9456615;5887602;176013,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9456617;5929392;200000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;DR. FREDERICO;Portaria;39600011;2024;9456619;5887782;277537,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000002;2024;9456620;5888532;90000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;GREYCE ELIAS;Portaria;41000002;2024;9456623;5888632;50000,0;0,0;0,0;Estabelece recursos do Bloco de Custeio que habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760003;2024;9460025;5930262;2263000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;JEFFERSON CAMPOS;Portaria;15810015;2024;9460026;6001842;300000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760003;2024;9460028;5968562;1900000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda de Bancada;BANCADA DE MINAS GERAIS;Portaria;71140001;2024;9460029;5929322;100000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Portaria;39760003;2024;9460030;5983732;190000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;JUNIO AMARAL;Portaria;39240015;2024;9460031;5983992;200000,0;0,0;0,0;Habilita o Estado, Município ou Distrito Federal a receber recurso de Incremento Temporário ao Custeio dos Serviços de Assistência Hospitalar e Ambulatorial.;SAUDE;SECRETARIA DE ESTADO DE SAÚDE
FEDERAL;Emenda Individual;ZÉ SILVA;Convênio;27690009;2024;9468435;958273/2024;477500,0;0,0;0,0;Contratação de serviços técnicos especializados;AGRICULTURA;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760003;2025;9478930;975917/2025;668500,0;0,0;0,0;Aquisição de doses de sêmen bovino;AGRICULTURA;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EMIDINHO MADEIRA;Convênio;39760003;2025;9479195;975553/2025;573000,0;0,0;0,0;Apoio ao desenvolvimento da cadeia da apicultura no estado de Minas Gerais;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO
FEDERAL;Emenda Individual;RAFAEL SIMÕES;Transferência Especial;44540004;2025;9480383;TE - 202544540004 - SEAPA;297000,0;297000,0;297000,0;Estruturação da Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
FEDERAL;Emenda Individual;RAFAEL SIMÕES;Transferência Especial;44540004;2025;9480534;TE - 202544540004/2 - SEAPA;306900,0;306900,0;306900,0;Apoio à empreendimentos rurais de uso coletivo com a aquisição de microtrator, equipamentos para laticínios, laboratórios de fitopatologia e de inseminação artificial.;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
FEDERAL;Emenda Individual;RAFAEL SIMÕES;Transferência Especial;44540004;2025;9480535;TE - 202544540004/3 - SEAPA;1980000,0;1980000,0;1980000,0;Apoio à agricultura mineira para aquisição de insumos: sementes, mudas, fertilizantes, sêmen bovino, ração, pintainhas e transferência de embriões bovinos.;AGRICULTURA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO
FEDERAL;Emenda Individual;DIEGO ANDRADE;Transferência Especial;27540001;2025;9480797;TE - 202527540001 - PMMG;396000,0;396000,0;396000,0;Aquisição de armamento para o 34º Batalhão e 41º Batalhão de Polícia Militar de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CLEITINHO AZEVEDO;Transferência Especial;42670003;2025;9480812;TE - 202542670003 - PMMG;297000,0;297000,0;297000,0;Aquisição de equipamentos para 7º Companhia Independente de Policiamento Especializado de Divinópolis MG.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DIEGO ANDRADE;Transferência Especial;27540001;2025;9480816;TE - 202527540001/2 - PMMG;198000,0;198000,0;198000,0;Aquisição de viatura para a Polícia Militar de Três Pontas/MG.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ANA PIMENTEL;Transferência Especial;43020020;2025;9480818;TE - 202543020020 - PMMG;326700,0;326700,0;326700,0;Aquisição de viatura para a 33ª Cia da Polícia Militar de Matias Barbosa/MG.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9480819;TE - 202543430007 - PMMG;50490,0;50490,0;50490,0;Aquisição de armamento para unidade da Policia Militar do Estado de Minas Gerais no município de Matias Barbosa.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9480820;TE - 202543430007/2 - PMMG;594000,0;594000,0;594000,0;Aquisição de viaturas para a Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240002;2025;9480821;TE - 202539240002/2 - SEE;297000,0;297000,0;297000,0;Aquisição de mobiliário de sala de aula para as escolas estaduais Ligia Maria de Magalhães e Maria das Graças Costa em Contagem.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9480863;TE - 202544390015 - SEE;396000,0;396000,0;396000,0;Execução de obras de adaptação nas instalações da Escola Estadual Doutor Antônio Augusto Soares Canedo.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
FEDERAL;Emenda Individual;ANA PIMENTEL;Transferência Especial;43020020;2025;9480864;TE - 202543020020 - SEE;198000,0;198000,0;198000,0;Aquisição de material escolar para a Escola Estadual Gabriela Ribeiro Andrada em Barbacena/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9480867;TE - 202544390015 - PMMG;742500,0;742500,0;742500,0;Aquisição de viaturas para unidades do serviço de inteligência da Polícia Militar do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9480868;TE - 202544390015/2 - PMMG;1980000,0;1980000,0;1980000,0;Aquisição de armamento para a Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DUDA SALABERT;Transferência Especial;43660024;2025;9480869;TE - 202543660024 - PMMG;198000,0;198000,0;198000,0;Aquisição de uma viatura da Polícia Militar destinada à patrulha de prevenção à violência doméstica, município de Conselheiro Lafaiete/MG;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9480920;TE - 202544390015/2 - PCMG;572542,74;572542,74;572542,74;Aquisição de viaturas para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;AÉCIO NEVES;Transferência Especial;13490003;2025;9480921;TE - 202513490003 - SEDE;198000,0;198000,0;198000,0;Fomento e promoção do artesanato mineiro por meio da realização da 36ª Feira Nacional do Artesanato, que ocorrerá no período de 3 a 7 de dezembro de 2025, no Expominas - Av. Amazonas, 6200 - Gameleira em Belo Horizonte/MG;CULTURA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO
FEDERAL;Emenda Individual;NIKOLAS FERREIRA;Transferência Especial;44390015;2025;9480925;TE - 202544390015 - PCMG;198000,0;198000,0;198000,0;Aquisição de armamento para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;CLEITINHO AZEVEDO;Transferência Especial;42670003;2025;9480943;TE - 202542670003 - PCMG;792000,0;792000,0;792000,0;Aquisição de viaturas caracterizadas para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9480947;TE - 202543430007 - SEE;211415,49;211415,49;211415,49;Implementação do Projeto Escola Conectada nas escolas estaduais Aracy Miranda e Selma Bastos no município de Varginha e aquisição de kit para cozinha para a escola estadual Presidente Carlos Luz no município de Recreio.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
FEDERAL;Emenda Individual;CLEITINHO AZEVEDO;Transferência Especial;42670003;2025;9480956;TE - 202542670003/2 - PCMG;198000,0;198000,0;198000,0;Aquisição de armamentos para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EUCLYDES PETTERSEN;Transferência Especial;39780007;2025;9480958;TE - 202539780007 - CBMMG;336600,0;336600,0;336600,0;Aquisição de equipamentos de resgaste e salvamento para o 6º batalhão do Corpo de Bombeiros Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9480987;TE - 202543430007/2 - PCMG;148500,0;148500,0;148500,0;Aquisição de equipamentos de informática, eletrodomésticos e equipamentos para Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DELEGADA IONE;Transferência Especial;43430007;2025;9480999;TE - 202543430007 - PCMG;376200,0;376200,0;376200,0;Aquisição de viatura para a delegacia de enfrentamento à violência contra a mulher e para a Academia de Polícia Civil de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;ANDRÉ JANONES;Transferência Especial;39140002;2025;9481011;TE - 202539140002 - PCMG;336600,0;336600,0;336600,0;Aquisição de viaturas descaracterizadas para a Polícia Civil do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DIMAS FABIANO;Transferência Especial;27550004;2025;9481025;TE - 202527550004 - PCMG;396000,0;396000,0;396000,0;Aquisição de viatura caracterizada com cela tipo SUV para a Polícia Civil do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DUDA SALABERT;Transferência Especial;43660024;2025;9481045;TE - 202543660024 - PCMG;792000,0;792000,0;792000,0;Aquisição de drones e computadores para Polícia Civil do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DIMAS FABIANO;Transferência Especial;27550004;2025;9481074;TE - 202527550004 - PMMG;1283040,0;1283040,0;1283040,0;Aquisição de viaturas para o Centro de Motomecanização e Intendência da Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;EROS BIONDINI;Transferência Especial;27590010;2025;9481077;TE - 202527590010 - PCMG;495000,0;495000,0;495000,0;Aquisição de viaturas para a Coordenadoria de Operações Especiais da Polícia Civil do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;RAFAEL SIMÕES;Transferência Especial;44540004;2025;9481081;TE - 202544540004 - PCMG;396000,0;396000,0;396000,0;Aquisição de equipamento de informática para a Polícia Civil do Estado de Minas Gerais;SEGURANCA PUBLICA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;DIMAS FABIANO;Transferência Especial;27550004;2025;9481099;TE - 202527550004/2 - PMMG;198000,0;198000,0;198000,0;Aquisição de equipamentos para a Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240002;2025;9481106;TE - 202539240002 - PMMG;594000,0;594000,0;594000,0;Aquisição de armamento para o Centro de Material Bélico (CMB) da Polícia Militar do Estado de Minas Gerais.;SEGURANCA PUBLICA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
FEDERAL;Emenda Individual;JUNIO AMARAL;Transferência Especial;39240002;2025;9481109;TE - 202539240002 - SEE;245505,15;245505,15;245505,15;Aquisição de serviços de transporte, alimentação e acesso a espaços educativos para realização de visitas pedagógicas com estudantes da Escola Estadual Ligia Maria de Magalhães em Contagem/MG.;EDUCACAO;SECRETARIA DE ESTADO DE EDUCACAO
